,author,url,upvote,target_id,target_type,content,time,id
1900,hai-xing-chen,https://www.zhihu.com/question/61925791/answer/194277614,0,61925791,question,这个问题下许多人都过度解读了，他一个国防部长说这话的意思太简单了，无非就是我们的兵也是好样的，最多再加个我们也有核武器。就是放狠话，你一个国防部长不就是干这的嘛。什么gdp，什么国内国际关系，历史发展，轮不到国防部长讲，要讲那也是总统总理外交部长。,2017-07-06,194277614
1901,tie-dao-you-ji-dui-43,https://www.zhihu.com/question/61925791/answer/194250858,0,61925791,question,也不是1962年的中国了,2017-07-06,194250858
1902,qian-shui-bu-huan-qi-6,https://www.zhihu.com/question/61925791/answer/194192207,0,61925791,question,"看了一些评论，作为一个位卑不敢忘忧国的吃瓜群众，谈谈我的看法，中国人打仗是讲究天时地利人和的，咱们一个个分析分析。        1、天时:G20马上要开了，现在动手是不是遗人口实呢，更何况这20国里没咱几个朋友，肯定会有借题发挥、大做文章的，所以咱得先把别人的嘴堵上;         2、地利:现在印度部队地理位置比中国高一千多米，从军事角度上看对我们是不利的，更何况印度军队已经部署就位，而我们因没有想到印度会借不丹国土搞事，部队还没有开展部署，最近才开始拉练，其实就是移师驻防，准备战斗;          3、人和:中国周围虎狼环视，况且还有幕后的大BOSS,要动手也得先把篱笆扎扎牢吧，还要和邻居朋友打打招呼做做工作，面子还是要给的，这中间正好家里也做做动员宣传啥的，要让大家明白怎么回事吧;         所以综上，G20结束前是干不起来的，什么时候干，要看什么时候兵力部署完毕，还要看印度的态度。        个人感觉，这一仗是有很大可能的，原因1、日韩越菲印都在大BOSS的暗示下在中国周边不断的挑衅，港台缅新蒙朝澳也有各种反中势力蠢蠢欲动，而在这所有国家地区里，印度军力是纸面上最强的，恰好符合了杀一儆百的标准，正所谓:枪打出头鸟;2、印度的这种挑衅方式，也刚好符合中国讲究“以理服人，不开第一枪”的要求，你印度军人跑到我国领土上来，虽然没带武器，但阻扰我们伟大的社会主义建设事业，这是对我国主权赤裸裸的侵犯啊！我们是法制国家，不处理你是不行的!来，先把人扣了，武器装备先下了，问问，你们非法越境知道吗？我们要外交部门照会你国大使准备遣返。什么?你们是奉命行事?你这是赤裸裸的侵略啊！你们算俘虏了，要等我们外交部门抗议，印度道歉才能放!           现在的问题就是印度会怎么办?开打还是道歉?以印度能想出这样坑爹的挑衅方式的智商，再加上国内的民意，估计还是开打的可能性更大点!所以，说这话的部长肯定是要背口大锅的，搞不好莫迪老仙也要拜拜了！",2017-07-06,194192207
1903,ke-zhen-dong-96,https://www.zhihu.com/question/61925791/answer/194178103,0,61925791,question,这个一个比较悲观的表态，他想表达的意思其实是“上一次是我们大意了，所以很快被你们打哭了；这次我有了准备，虽然还是打不过，但是我也能把你咬得遍体鳞伤”,2017-07-06,194178103
1904,sheng-ruo-yi-lian,https://www.zhihu.com/question/61925791/answer/194162368,0,61925791,question,嗯嗯，再来一次让你回到石器时代。,2017-07-06,194162368
1905,wei-liao-sheng-huo-93,https://www.zhihu.com/question/61925791/answer/194155088,0,61925791,question,那么中国难道还是1962的中国吗,2017-07-06,194155088
1906,kai-xin-68-34,https://www.zhihu.com/question/61925791/answer/194063185,0,61925791,question,大家是不是忘记了一件事，印度上年年末种子换钞票现在应该是收成的日子了粮食开始短缺饥民开始暴增所以唯有一战战时经济,2017-07-05,194063185
1907,xu-zhen-qing-88,https://www.zhihu.com/question/61925791/answer/194043354,0,61925791,question,既然不是1962年的印度，那我们就帮他们回到1962。,2017-07-05,194043354
1908,wang-hai-peng-25-75,https://www.zhihu.com/question/61925791/answer/193982476,0,61925791,question,谁不是呢？,2017-07-05,193982476
1909,li-zhao-21-2,https://www.zhihu.com/question/61925791/answer/193981225,0,61925791,question,说的好像我是1962的中国一样？,2017-07-05,193981225
1910,sheng-wu-87-2,https://www.zhihu.com/question/61925791/answer/193895693,0,61925791,question,有人说印巴战争印度赢了巴基斯坦怎么还在？对待敌人是有时候弱化就可以了，不一定就要吞并。印度2亿穆斯林，巴基斯坦2亿 ，孟加拉将近2亿，印度吞了他俩的话，穆斯林比例从15%变成 35%。印度教徒就从82%变成63%人民党14年下院席位51%而已。如果印度吞并东西巴基斯坦，那么摩的老仙的大选得票率会怎么样？,2017-07-05,193895693
1911,lin-bao-46,https://www.zhihu.com/question/61925791/answer/193887044,0,61925791,question,,2017-07-05,193887044
1912,zhang-ze-33-11,https://www.zhihu.com/question/61925791/answer/193794096,0,61925791,question,如果我们愿意，今年晚些时候，就能把你送回1962。,2017-07-05,193794096
1913,da-meng-meng-1-20,https://www.zhihu.com/question/61925791/answer/193783718,0,61925791,question,一帮刁民，就该狠狠镇压,2017-07-05,193783718
1914,XingHuanJason,https://www.zhihu.com/question/61925791/answer/193767705,0,61925791,question,印度需要以此来吸引中国关注，就像马戏团的猴子，你要是不理他。他会不开心的。,2017-07-05,193767705
1915,suan-nai-99-28,https://www.zhihu.com/question/61925791/answer/193751625,0,61925791,question,挺对的呀，那时是中国旗鼓相当的对手，现在？你猜,2017-07-05,193751625
1916,wen-da-36,https://www.zhihu.com/question/61925791/answer/193748819,0,61925791,question,印度已经不记得1962的失败和耻辱，那么…就让他们记住2017的好了…是时候更新下阿三的记忆了…话说，三天不打上房揭瓦…,2017-07-05,193748819
1917,yang-chen-89-36,https://www.zhihu.com/question/61925791/answer/193735388,0,61925791,question,RBQRBQ，我们也不是62年的兔子了，,2017-07-05,193735388
1918,tu-er-99,https://www.zhihu.com/question/63266188/answer/210278918,56,63266188,question,“非利不动，非得不用，非危不战。主不可以怒而兴师，将不可以愠而致战。”——《孙子兵法》打仗可以称得上是世界上最烧钱的事了，大炮直接打人民币都没有这么烧钱，有些武器的价格甚至超过同重量的黄金。去打仗这么重大的事，哪能因为气不过呢。见人就呲牙的，一般都是小狗狗，满腹胆怯，不呲牙没有安全感，你看雄狮，一个个都趴着数星星，看风景，和休息的小母狮聊聊人生理想什么的。国家之间的输赢，不看谁骂街骂的流畅，更不是谁看我一眼我就砍了他，我就一定江湖最屌，老百姓可以有情绪，但是国家要尽量克制，国家机关发声、做决定应该像一部机器一样精确而理智。不是有位哲人说过嘛：不发出声音的挣了很大一笔财产，才是吼est的！,2017-08-07,210278918
1919,owl-61-25,https://www.zhihu.com/question/63266188/answer/207218233,27,63266188,question,题主说的国民，我不知道是哪类国民。就知乎上来说，我认为带多数有素养的用户，对我国外交态度还是有一个正确认识的。        我也不知道，所谓的强硬应该是哪样的。是像印度、越南那样无理取闹，还是朝鲜那样的外强中干。        改革开放以来，某位同志指出：军队的同志要忍耐，优先发展经济。类似这样的指示直接导致了我国近三四十年来，军队建设长期落后（这几年才开始加力，但仍有不足）；外交上选择韬光养晦，尽量不与美国正面交锋。这样的“软弱”在我看来是正确的，它为我国带来了充分的时间和资源来发展，并且提供了一个和平的大环境（反例参见俄罗斯）。        当然，随着我国综合国力的提高，外交上也强硬了许多，不过这种强硬也是渐进式的，和灯塔国，毛子，阿三等等相比，还是稍显软弱。对此，我想说：首先我国是有外交底线和原则的，外交方式要符合国家利益；其次，我国的外交政策也会随着国力的提升而改变；最后，我们不是美国式的霸权国家，也不会像俄罗斯一样死要面子，更不会成为一个无赖国家。        许多强硬立场是不用喊话来表答的，南海仲裁之后，我海军三大舰队在南海展开大规模演习，虽然对外声称是例演，但是明白人都知道：这是我国对此的强有力回应。最后，希望祖国永远繁荣昌盛！,2017-08-01,207218233
1920,JX-Consp,https://www.zhihu.com/question/63266188/answer/207607942,20,63266188,question,上一个国民纷纷为强硬的外交政策点赞的东亚国家似乎是帝国日本。正所谓「四海皆同胞，缘何无事起风波」,2017-08-02,207607942
1921,fei01,https://www.zhihu.com/question/63266188/answer/207158157,28,63266188,question,如果所谓的强硬是外交部拍桌子喊断交，喊勿谓言之不预，军队公然派几万人出去轰平别国首都，那对不起，短期内中国都不可能这么强硬。,2017-08-01,207158157
1922,shen-jiao-ban-huo-che,https://www.zhihu.com/question/63266188/answer/207417317,60,63266188,question,可能因为身在国内不觉得，身在国外还是能感觉军事和外交的硬度。就说不久前东南亚某国排华事件，当时反华势力在当地政府支持下反华声势很浩大，而且包括台湾同胞在内不少华商商铺以及我们工地外几间新建的活动板房都遭到打砸抢，但是，大陆在当地的工程建设工地，排华势力没有敢冲进去，因为工地门口插着国旗，排华势力只是在大门口喊喊口号就散去了，过了几天当地官员找到项目工地赔礼道歉，并给予了包括土地征收在内的很多优惠。什么是军事和外交强硬？就是你跟我蹦跶的时候，我给你一个眼神，你就知道要适可而止。+++分隔线+++有达友问这个某国是不是越南，在此即不承认也不否认，但是有一点需要指明的是，很多小范围的排华事件，国家从大局出发，并未让媒体对国内公布。,2017-08-02,207417317
1923,gu-ze-zhong,https://www.zhihu.com/question/63266188/answer/207176573,9,63266188,question,没实力是这样的呀,2017-08-01,207176573
1924,cui-ji-lin,https://www.zhihu.com/question/63266188/answer/207345168,64,63266188,question,这个问题应该叫越南印度日本去回答,2017-08-02,207345168
1925,jiang-xiao-bo-64-13,https://www.zhihu.com/question/63266188/answer/208278211,1,63266188,question,因为实力不强呗，弱国无外交罢了。冷战之后有过没过瘾威胁论吗？没有啊，因为美国是鹰，中国是兔子。有人突然说，哇，那个兔子吃肉，所有人都会大吃一惊。如果有人说，不好啦，鹰吃肉啦！所有人都会觉得他是神经病。兔子一天比一天强壮，当有一天能把毛熊和鹰都当零食吃的时候，如果有人再鼓吹中国威胁论，说哇，那个兔子在吃肉，那所有人都会觉得他是神经病。,2017-08-03,208278211
1926,lewis-44,https://www.zhihu.com/question/63266188/answer/207317574,22,63266188,question,因为这都是cctv新闻里的外交部，新闻里歌功颂德你们都不信，新闻里自古以来，强烈抗议，和平崛起你们却都信了，too young啊,2017-08-02,207317574
1927,zhang-ling-yi-31-98,https://www.zhihu.com/question/63266188/answer/207269577,22,63266188,question,舆论媒体的刻意宣传作用下天朝永远是受害者，领土被入侵，渔船被扣押，师出有名永远是很有必要的，不管有理没理先站在道德的制高点上，出国以前一直以为中国在南海属于人见人欺的角色，结果油管上东南亚各国人民疯狂吐槽天朝的霸道行径，开炮轰渔船，“合理冲撞” 在南海捞出来的海龟都得老老实实给扔回去才能走，宣传的人畜无害就天真的以为小白兔能坐到五常跟各种流氓掰手腕。（就像印度人天真的以为62年输在一手朋友的背叛，国仇家恨就在今朝洗雪，不过看最近印度人的评论我倒是感觉战呼局的工作越来越成功了）给自己的行为打上各种光明磊落的标签每个国家都喜欢干，不过天朝确实有点喜欢装大耳贼。中央的各位大佬没那么傻，轮到咱们去操心，印度蹦哒就蹦哒，该下手的时候TG从来没犹豫过。逼呼毕竟只是个论坛，食肉者谋之，宁为盛世犬，不做乱世人，珍惜当下吧,2017-08-02,207269577
1928,li-da-zhuang-20-79,https://www.zhihu.com/question/63266188/answer/207345005,68,63266188,question,中国刚刚改革开放的时候，为了发展经济，确实低调忍受了一段时间，那个时候，中国虽然属于联合国五常，但是，军事实力和军事技术确实落后发达国家太多。而军事或者说战争，本来就是一项非常高消耗的行业，没有一个强大的财力做后盾，根本打不起。那个时候，我们的关注点就是发展经济，只要不是欺人太甚，我们适当忍让，先发展经济为主。先不用说，国家层面的战争，就说两个人打架，你把人家打伤住院了，不管对错，几万块钱是肯定要出的。中国发展了这么些年，中国的那帮“智库”，可真不是吃素的。国际关系如此的复杂，各方利益交错，他们看问题，肯定比我们普通老百姓要全面的多，也深入的多。会权衡利弊各种得失。随着，这几年中国经济的告诉发展，特别是近几年，军事实力也飞速发展，其实你经常关注军事新闻的话，会明显感觉中国军方的一些专家和军官说话比之前强硬了很多。有勇有谋，不能有勇无谋像俄罗斯，所谓的战斗民族，够强硬吧，一手好牌。。打到现在。。。而，中国是他曾经的小弟。。,2017-08-02,207345005
1929,m3xiao-mo-gu,https://www.zhihu.com/question/63266188/answer/207929754,12,63266188,question,外交就像球门，射门的嫌太小，守门的嫌太大国民嫌外交太软，外国嫌外交太硬这是世界上的常态，不这样才不正常,2017-08-03,207929754
1930,pi-li-huo-cai-ming,https://www.zhihu.com/question/63266188/answer/207205701,110,63266188,question,因为我们把最强硬的人都安排在广电总局和拆迁办了。-------------知乎越来越难混了，正经回答会被删，抖机灵要被喷，必须时刻与小粉红们保持一致才安全。星辰大海，星辰大海，星辰大海。Y(^_^)Y,2017-08-01,207205701
1931,peng-wei-61-14,https://www.zhihu.com/question/63266188/answer/209206135,1,63266188,question,没出国就不乱说话了。我从来相信中国政府对外不会怂，这与我党性格不符。我党的天下是打出来的。《国际歌》喊的是一定要打仗，《中华人民共和国国歌》是打仗的歌，我们本应该是一个尚武的国家。如果真的态度和缓，那一定是和缓比强硬更划算。,2017-08-05,209206135
1932,fullsail,https://www.zhihu.com/question/63266188/answer/207259035,59,63266188,question,手上没棒子的时候人们喜欢用吵架装强硬。手上有棒子的时候人们喜欢用笑脸装和气。否则一棒子下去怎么揍死你。打嘴炮这种事情，还是交给《环球时报》吧。,2017-08-02,207259035
1933,lao-dao-shi-8,https://www.zhihu.com/question/63266188/answer/207206992,32,63266188,question,在广大人民群众心中解放军是什么？正义之师美军是什么？燃烧军团中国人民共和国是什么？人民建立，人民当家美利坚合众国是什么？万恶的帝国主义，资本主义中国共产党是什么？正义为人民的党美国议会是什么？资本主义操控的邪恶组织。所以我大天朝是正义的化身，任何事都要出师有名，打到美帝国主义，正义将属于世界。这种情况下，我国就算做了许多扬眉吐气的事，也不敢大肆的报道，毕竟不能破坏在人民心中的正义形象。,2017-08-01,207206992
1934,lin-xin-mao-2,https://www.zhihu.com/question/63266188/answer/207757063,21,63266188,question,外交部的对外政策基本是符合现实的。但是，宣传有些不全面，使一些人认为外交软弱。例如：你去大街上问南海九段线是我们的领海吗？多数人会回答“是”。其实，无论是按照《海洋法公约》，还是按照1958年我国政府关于领海的声明，九段线里大部分是公海。日本准航母经过南海去印度洋，应该是正常航行。但是被一些媒体说成挑战了中国主权。挑战了中国主权 ，外交部不去制止，老百姓自然会认为是软弱无能。再者，我们打印度，打越南。牺牲了那么多烈士，媒体很少提。撞机牺牲的一个烈士则常常宣传。不说欺负人，只说被欺负。常听这种宣传的，能不说软吗？,2017-08-02,207757063
1935,jiang-zhe-min-48,https://www.zhihu.com/question/63266188/answer/207153412,20,63266188,question,因为你是中国人 你在中国,2017-08-01,207153412
1936,wang-mou-94-45,https://www.zhihu.com/question/63266188/answer/207243192,92,63266188,question,好好好你想要强硬是吧，打一架好不好。开战，打仗，中美陷入冷战，一带一路亚投行搁浅。你揍了阿三一顿，开着战争机器烧着钱，你占了一块世界屋脊上的地方，一点补不上付出的代价。再强硬一点，揍台湾，揍日本，陷入全面战争，且不说生活究竟如何，你本人或你的兄弟，有的一去不回，有的缺胳膊少腿。无论如何，再也回不到吃着火锅唱着歌没事儿上知乎吹牛逼的时代了。这就是你要的强硬。,2017-08-01,207243192
1937,quan-zhuang-xing-creamyluo,https://www.zhihu.com/question/63266188/answer/207318050,99,63266188,question,小学青龙帮，见谁不顺眼就打架，除了鼻青脸肿就是左转少管所。小白兔集团，天天搞慈善，顺便搞产业，绝不涉黑。-成立没多久，操起家伙就和附近最大的黑手党玩命，死成平手，然后说我们真不是喜欢打架，别欺负我好不好？-每次都是被欺负，然后就下死手，每次欺负他们的小帮都是死伤大半，帮运到头。-竞争对手搞了他们的慈善家，然后莫名就其妙分家了，分裂出来的公司刚成立就去人家慈善总部拜年，让股份。-好几家联合搞他们，然后莫名其妙就撤了，其中一家老东家还下了台，新东家又去拜年了。-周围所有搞黑道生意的都在暗骂这家母亲。-最近这家去别的片搞慈善了，那地方的黑手党们居然一反常态的没有反对意见。-现在他们又被欺负了。小学青龙帮: 那帮怂#慈善家们也算黑社会？笑死我了。,2017-08-02,207318050
1938,zhihumoshui,https://www.zhihu.com/question/61925791/answer/193729916,0,61925791,question,看看知乎上这个问题的态度，就很能说明问题了。。。,2017-07-05,193729916
1939,zw-hu-93,https://www.zhihu.com/question/61925791/answer/193715440,0,61925791,question,哦，然后呢,2017-07-05,193715440
1940,xiao-wang-46-3,https://www.zhihu.com/question/61925791/answer/193703708,0,61925791,question,印度不是62年的印度，美国也不是62年的美国，中国更不是62年的中国,2017-07-05,193703708
1941,xie-lun-76,https://www.zhihu.com/question/61925791/answer/193703401,0,61925791,question,来摔跤?,2017-07-05,193703401
1942,light-candy,https://www.zhihu.com/question/61925791/answer/193700874,0,61925791,question,1935年的民国不是1894年的大清，1935年大日本帝国和民国的综合国力差距远远超过1894年大日本帝国和大清的差距，但1935年的世界也不是1894年的世界。,2017-07-05,193700874
1943,yi-feng-56-99,https://www.zhihu.com/question/61925791/answer/193670499,0,61925791,question,印度的地理位置决定天然的敌人就是巴基斯坦和中国。新中国成立是靠解放军一步一个脚印打出来的，是有军魂的一支军队，而印度的独立根本就是充话费送的，这种军队虐虐巴基斯坦还行，只要跟一般强国干，只有被揍的份。中印战争就是一个例子，在当时，国际舆论，武器装备，交战和后勤补给的地理位置，等等，都比中国好，但是一打起来，就是被揍，不是因为列强压力和舆论环境，直接可以灭其国。纵观全球，没有哪个强国其地位不是靠军队打出来的，唯独印度奇葩，大国地位是送的，统一，独立，都是别人帮忙的。没有军魂的军队是不堪一击的。如今你已不是62年的印度，但是你与中国的差距比62年还要明显的多，日本当年最高峰的时候GDP是美国的二分之一还要多，如今是三分之一，但是日本如今的装备和国力比二战时的日本强大几百倍，那你再去和美国干，你觉得你能赢吗？你在进步，人家也在进步，如果你想竞争和对抗，只要与对手差距越来越大，就是负增长。,2017-07-05,193670499
1944,yu-yuuuuu,https://www.zhihu.com/question/61925791/answer/193669382,0,61925791,question,类似于现德国人说自己不是二战时期的德国一样,2017-07-05,193669382
1945,fei-tou-shou-nao,https://www.zhihu.com/question/61925791/answer/193589977,0,61925791,question,以二战时期国力作标准，1962年，中国印度的国力差距相当于德国法国之间国力差距，2017年相当于日本和美国之间的国力差距。当然，印度理论上还是有那么一点赢的概率……,2017-07-04,193589977
1946,zhu-ming-tao-51,https://www.zhihu.com/question/61925791/answer/193572321,0,61925791,question,如今的中印差距远比1962年大，估计人家这么说是气坏了石乐志,2017-07-04,193572321
1947,felixxia-7,https://www.zhihu.com/question/61925791/answer/193562807,0,61925791,question,难道印度人就赖着永远不走了？撤走以后，中国就老老实实的不休路了？如果印度实力远超中国也就罢了，然而不是，所以，如果印度这么做就能达到自己的目的，除非中国人集体魔怔了。合理的解释只能是，印度醉翁之意不在酒，如同一些网友所说可能是国内的改革，或者是莫迪访美增加筹码等等。过段日子印度人还得撤，中国的路继续修。,2017-07-04,193562807
1948,zuo-you-72-21-30,https://www.zhihu.com/question/61925791/answer/193558100,0,61925791,question,需要我们帮助他们回到1962,2017-07-04,193558100
1949,xie-bin-49-35,https://www.zhihu.com/question/61925791/answer/193555915,0,61925791,question,中国更不是62年的中国了！！！！！,2017-07-04,193555915
1950,yu-yu-yu-i,https://www.zhihu.com/question/61925791/answer/193547424,0,61925791,question,@Tan学长 还有这个,2017-07-04,193547424
1951,gu-xiao-dong-88,https://www.zhihu.com/question/61925791/answer/193543240,0,61925791,question,你们不是1962年的印度，我们也不是1962年的中国啊，要不再来干一架？,2017-07-04,193543240
1952,zhong-guo-la-tiao-xie-hui-hui-chang-78,https://www.zhihu.com/question/61925791/answer/193537182,0,61925791,question,中国可以让印度回到1962年的印度,2017-07-04,193537182
1953,-Y.C,https://www.zhihu.com/question/61925791/answer/193485030,0,61925791,question,大家对号入座：这不是友好的行动……由此引起的后果将由xx方负责……这是我们万万不能容忍的……悬崖勒马……是可忍孰不可忍……勿谓言之不预！勿……谓……言……之……不……预……几十年过去了，这特么，，，，我都在想，最后2句古文难道就真的这么难懂？！……………………………………分割线………………………………………………清·李宝嘉《官场现形记》第19回：“一经觉察，白简无情，勿谓言之不预也。”据《左传·昭公二十五年》和《汉书·刘向传》载，季氏可能是昭公、定公时的季平子，即季孙如意。他不仅不把国君放在眼里，甚至自比天子。以当时宫廷的舞乐队来说，按制度是：天子八佾（八人为一行，叫一佾；八佾是八八六十四人），诸侯六佾，卿、大夫四佾，即季氏只能用四佾，鲁昭公应用六佾，周朝天子可用八佾。可是季氏却故意打破老规矩，偏要设置六十四人的大型舞乐队。所以孔子谈到季氏时，就愤怒地说：“八佾舞于庭，是可忍也，孰不可忍也！”分割线后复制粘贴了百度百科。,2017-07-04,193485030
1954,song-jian-4-16,https://www.zhihu.com/question/61925791/answer/193468083,0,61925791,question,感觉该部长就是在装逼~我大印度斯坦比62年高了一尺有余！震惊不？,2017-07-04,193468083
1955,yang-qi-7-81,https://www.zhihu.com/question/61925791/answer/193450861,0,61925791,question,中国也不再是1962年的中国…,2017-07-04,193450861
1956,zhi-wu-bu-yan-zhe-shen,https://www.zhihu.com/question/61925791/answer/193441550,0,61925791,question,说这句话的是印度国防部和财政部长，你想想印度如果没有战术上的敌人如巴铁，没有长期的战略假想敌中国，这个财政部长有什么理由在国内大量征税？不征税还是这个国防部长如何从国外大量购买军备？不购买军备如何贪污？不对国内和中国说几句狠话，如何体现税收和军购方面的政绩？,2017-07-04,193441550
1957,xian-kan-luo-hua-78,https://www.zhihu.com/question/61925791/answer/193244475,0,61925791,question,哦,2017-07-04,193244475
1958,a-li-de-qing-nice,https://www.zhihu.com/question/63266188/answer/207567206,19,63266188,question,我曾经看到过这么一句话，应该可以解答这个问题你印度阿三的命不值钱，但是我中国人民解放军每一个士兵都是爹生妈养的好男儿!不是我的原创，确实忘记在哪看到的了，如果有人知道还请告知~,2017-08-02,207567206
1959,zoe-wong-17,https://www.zhihu.com/question/63266188/answer/207247578,19,63266188,question,就像你爸爸，工作上不管是多么雷厉风行的领导，他工作的时候可能会因为工作失误而痛骂下属一顿，但是在你面前，他肯定还是温文尔雅的。内外有别。,2017-08-01,207247578
1960,wei-han-xian-sheng,https://www.zhihu.com/question/63266188/answer/207220597,18,63266188,question,高筑墙，广积粮，缓称王,2017-08-01,207220597
1961,,https://www.zhihu.com/question/63266188/answer/207344257,75,63266188,question,题目是不是有修改了，不然的话怎么我的回答和题目没关系了？我回答的时候题目肯定不是这个题目来着。结果导致因为不相关被折叠了。。。我冤啊。回答一下现在这个问题吧。中国在外交上给人的感觉确实是有点不强硬，但其实也仅限于外交。因为两点，1：现在国际社会的声音是西方社会所把控的:2：中国还不够强大。所以我们做什么都得考虑到西方的想法，虽然说出来憋屈，但确实是事实。这也是我们为什么在外交上看起来不强硬的原因。我们在生活中其实也是这么做的，面对比自己强的敌人，只能装可怜求得周边舆论的支持，以对抗敌人，然后闷声发大财。军事上其实我们做了很多，但是军事做什么终归是要靠媒体来宣传才能让大家知道，我们又不能大肆宣传，导致看起来就有点不强硬。（实际上还是挺强硬的，只不过不为大众所知。举个例子，之前发生过个事，外交部抗议日本战机朝中国战机发射干扰弹，听起来是不是很弱，人家都朝你战机发射干扰弹了，你还只能抗议，实际上呢，专家表示：发射干扰弹说明日本战机处于被动状态，被我战机咬尾，被迫发射干扰弹逃逸。明明是咱家飞机追着日本飞机打，外交部说出来就好像是咱家被欺负了一样。只能感叹一声：看见祖国这么流氓我就放心了。）所以我们不能只看外交部说了什么，我们更要看国家做了什么。在这一方面，翻墙看看外面人怎么说就更能知道中国是不是像自己所说的那么无辜可怜了。以下为原答案。不要看微博！不要看微博！不要看微博！我郑重的告诉你，微博看多了会降低智商，看网易养猪场都比微博强！看混乱之地贴吧都比微博强！看装逼知乎都比微博强！如果只是用微博看几个自己关注明星的消息，只是看看最近有什么事的话还没什么，绝对不要参与进去。微博的人是没脑子的，看起自由民主，其实都只是从众罢了，所有app里最容易被带节奏的就是微博。你看起来微博总是风平浪静，一片和谐，是因为带节奏的人带成了。好的，坏的，雅的，俗的。谁会带节奏谁就能把控微博舆论。卸微博，保智商！,2017-08-02,207344257
1962,liu-sui-feng-59,https://www.zhihu.com/question/63266188/answer/207582107,3,63266188,question,国家队青年队青训队打国际赛事的地方队在任意足球赛场上，遇到对方蛮横不讲理动粗的情况，不与许被动，不允许礼让，不允许拉架，，，——把对方寻衅姿势的一众乌龟王八给我——打趴下!!!,2017-08-02,207582107
1963,sun-ya-78-58,https://www.zhihu.com/question/63266188/answer/207236115,19,63266188,question,中国对外的困境之一就是外邦人总认为中国外交异常强硬，而国人却认为外交软弱无力、卑躬屈膝。外交、战争等手段都是为国家利益服务，没必要逞一时之快。君不见宇宙第一强国，内困外乏，频射导弹，人民水深火热，对外强硬徒增笑耳。自汉家得天下以来，王霸之道参杂用之。今时今日，百黎戾气日重，是好是坏，难以分辨。君王心思如何，难以揆度。愿做太平犬。,2017-08-01,207236115
1964,lin-bin-75-69,https://www.zhihu.com/question/63266188/answer/207767738,17,63266188,question,印军在洞朗不走，背后的必经补给线大吉岭就暴乱…………这是偶然吗？没错！偶然！,2017-08-02,207767738
1965,zi-yun-tian-33,https://www.zhihu.com/question/63266188/answer/207590946,20,63266188,question,"犯强汉者虽远必诛。这是一句非常强硬的话，被无数人引用。但是这是卫青霍去病打败匈奴之后，才BB出的名句。从汉高祖刘邦的白登之围开始，汉朝就开始对匈奴献公主和亲，破财破女人买和平。昭君出塞就是这个时期的故事。（有人指出这是元帝时候的事情，查了一下没错，我想当然了。但是前期都是公主嫁给单于和亲，武帝败匈奴后匈奴单于的呼韩邪三次朝汉自请为婿，于是嫁宫女王昭君。后附和亲列表。）就是这个时期的隐忍，汉朝开始大搞内政，从公元前200年的刘邦的白登之围到公元前119年霍去病封狼居胥，期间经历81年，换了皇帝6任。相比大汉来说，土共屌爆了好吧，才建国两年就敢硬抗联合国。时至今日，在各种美制大片里一战二战冷战越战外星战，美军专治各种不服，就是朝鲜战争从来不在大荧幕上出现。大汉和亲清单前200年，汉高祖宗女嫁匈奴冒顿单于
 前192年，汉惠帝宗女嫁匈奴冒顿单于前176年，汉文帝宗女嫁匈奴冒顿单于
 前174年，汉文帝宗女嫁匈奴老上单于
 前162年，汉文帝宗女嫁匈奴老上单于
 前160年，汉文帝宗女嫁匈奴军臣单于
 前156年，汉景帝宗女嫁匈奴军臣单于
 前155年，汉景帝宗女嫁匈奴军臣单于
 前152年，汉景帝宗女嫁匈奴军臣单于
 前140年，汉武帝宗女嫁匈奴军臣单于
 前108年，汉武帝宗女细君公主嫁乌孙昆莫（国王）猎骄靡
 前103年，汉武帝宗女解忧公主嫁乌孙王岑陬、翁归靡
 前33年，汉元帝宫女王昭君嫁匈奴呼韩邪单于",2017-08-02,207590946
1966,li-ming-28-54,https://www.zhihu.com/question/63266188/answer/207624913,16,63266188,question,对印度这波，其实是tg 宣传出来的 ，如果不说，这种多如牛毛的事件，咱们根本不会知道，也没必要关注。为什么要宣传了呢，个人认为，现在南海，钓鱼岛，萨德，基本算是冷下去 了，和印度这波是要争国运啊，注意，不是赌，是争 ，更确切点说，是要打断印度的国运，毕竟在法力无边的魔笛老仙带领下，印度弯道超车的概率是存在的，这波就是要打断印度上升的国运。。。。。不要小瞧中南海那帮人 ，越南就是一个榜样,2017-08-02,207624913
